"region_count","ratio_tumor_tissue","largest_tumor_area","longest_axis_largest_tumor","pixels_gt_90","avg_prediction","max_area","mean_area","area_variance","area_skew","area_kurt","max_perimeter","mean_perimeter","perimeter_variance","perimeter_skew","perimeter_kurt","max_eccentricity","mean_eccentricity","eccentricity_variance","eccentricity_skew","eccentricity_kurt","max_extent","mean_extent","extent_variance","extent_skew","extent_kurt","max_solidity","mean_solidity","solidity_variance","solidity_skew","solidity_kurt","label"
82.0,0.02,735.0,67.42,802.0,236.66,147.0,9.78,934.1,3.83,13.15,103.84,5.53,357.49,4.0,15.11,1.0,0.39,0.21,0.38,-1.79,1.0,0.89,0.05,-1.65,1.04,1.0,0.95,0.01,-2.54,5.33,1
26.0,0.01,106.0,16.97,110.0,238.84,47.0,4.23,83.33,4.0,15.61,37.56,2.62,57.39,3.84,14.52,1.0,0.38,0.21,0.41,-1.76,1.0,0.95,0.02,-2.99,7.81,1.0,0.94,0.02,-2.23,3.96,1
6.0,0.0,67.0,13.71,53.0,236.82,48.0,8.83,306.81,1.79,1.2,34.14,5.69,161.9,1.79,1.2,0.64,0.11,0.06,1.79,1.2,1.0,0.94,0.03,-2.36,3.88,1.0,0.95,0.01,-1.79,1.2,1
82.0,0.0,52.0,29.6,149.0,239.26,13.0,1.82,3.1,3.75,18.47,12.21,0.74,3.52,3.66,16.24,1.0,0.29,0.19,0.88,-1.19,1.0,0.9,0.04,-1.66,1.08,1.0,0.97,0.01,-2.36,4.0,1
73.0,0.01,197.0,33.68,653.0,240.8,164.0,8.95,652.74,4.48,20.78,124.15,6.56,402.06,4.22,18.44,1.0,0.41,0.21,0.27,-1.85,1.0,0.92,0.04,-2.19,3.34,1.0,0.91,0.03,-1.88,2.17,1
58.0,0.28,6761.0,170.42,12278.0,239.31,6389.0,211.69,811200.49,5.77,35.52,2855.22,96.49,165143.49,5.66,34.13,1.0,0.3,0.17,0.7,-1.39,1.0,0.9,0.04,-1.69,1.16,1.0,0.94,0.01,-1.88,2.15,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,4.0,4.2,1.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.94,0.02,-2.37,3.96,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,0.0,5.0,4.08,2.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.96,0.02,-2.86,6.19,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,21.0,9.61,1.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.9,0.04,-1.64,0.88,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,3.0,3.27,1.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.96,0.02,-3.16,8.15,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,6.0,6.75,1.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.93,0.03,-2.17,2.92,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,8.0,7.58,1.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.93,0.03,-2.14,2.88,1.0,1.0,0.0,0.0,-3.0,0
3.0,0.0,14.0,7.61,4.0,232.0,2.0,1.33,0.22,0.71,-1.5,0.0,0.0,0.0,0.0,-3.0,1.0,0.33,0.22,0.71,-1.5,1.0,0.92,0.04,-2.1,2.73,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,4.0,4.47,1.0,232.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.93,0.03,-2.3,3.42,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,4.0,3.46,1.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.96,0.02,-3.16,8.22,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,30.0,16.6,1.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.92,0.03,-2.16,3.02,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,16.0,8.64,1.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.96,0.02,-3.03,7.45,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,0.0,8.0,8.44,4.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.92,0.04,-2.16,2.93,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.0,0.0,12.0,7.23,3.0,229.67,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.9,0.04,-1.58,0.86,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9.0,0.0,16.0,7.32,9.0,233.89,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.86,0.05,-1.16,-0.4,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.0,0.0,7.0,6.79,3.0,238.33,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.9,0.04,-1.62,0.82,1.0,1.0,0.0,0.0,-3.0,0
15.0,0.0,31.0,14.43,15.0,236.27,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.89,0.04,-1.66,1.08,1.0,1.0,0.0,0.0,-3.0,0
2.0,0.0,9.0,6.96,2.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.92,0.04,-1.97,2.12,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,0.0,8.0,9.01,2.0,242.5,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.94,0.03,-2.63,5.33,1.0,1.0,0.0,0.0,-3.0,0
3.0,0.0,6.0,7.33,3.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.96,0.02,-3.36,9.71,1.0,1.0,0.0,0.0,-3.0,0
2.0,0.0,11.0,6.07,2.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.92,0.03,-1.89,1.79,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,3.0,2.31,1.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.93,0.03,-2.36,3.9,1.0,1.0,0.0,0.0,-3.0,0
2.0,0.0,13.0,13.58,2.0,232.5,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.93,0.03,-2.31,3.98,1.0,1.0,0.0,0.0,-3.0,0
4.0,0.0,37.0,13.86,4.0,230.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.88,0.05,-1.49,0.56,1.0,1.0,0.0,0.0,-3.0,0
2.0,0.0,6.0,4.28,2.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.95,0.02,-2.85,6.27,1.0,1.0,0.0,0.0,-3.0,0
4.0,0.0,29.0,11.9,4.0,235.25,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.92,0.03,-2.06,2.73,1.0,1.0,0.0,0.0,-3.0,0
1.0,0.0,4.0,4.68,1.0,239.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.96,0.02,-3.07,7.5,1.0,1.0,0.0,0.0,-3.0,0
1.0,0.0,6.0,3.84,1.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.93,0.03,-2.08,2.52,1.0,1.0,0.0,0.0,-3.0,0
1.0,0.0,5.0,4.19,1.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.95,0.02,-3.02,7.35,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,7.0,6.79,1.0,235.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.93,0.03,-2.26,3.45,1.0,1.0,0.0,0.0,-3.0,0
1.0,0.0,3.0,2.31,1.0,232.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.96,0.02,-3.25,9.01,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,0.0,6.0,4.32,2.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.93,0.03,-2.06,2.57,1.0,1.0,0.0,0.0,-3.0,0
7.0,0.0,19.0,10.03,7.0,235.86,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.9,0.04,-1.65,0.95,1.0,1.0,0.0,0.0,-3.0,0
2.0,0.0,13.0,6.08,2.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.94,0.03,-2.49,4.42,1.0,1.0,0.0,0.0,-3.0,0
4.0,0.0,8.0,9.36,4.0,229.75,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.93,0.03,-2.09,2.64,1.0,1.0,0.0,0.0,-3.0,0
1.0,0.0,4.0,3.71,1.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.94,0.02,-2.34,3.78,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9.0,0.0,12.0,6.29,10.0,232.39,2.0,1.11,0.1,2.47,4.12,0.0,0.0,0.0,0.0,-3.0,1.0,0.11,0.1,2.47,4.12,1.0,0.91,0.04,-1.85,1.64,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,0.0,14.0,6.01,4.0,232.75,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.85,0.05,-1.09,-0.47,1.0,1.0,0.0,0.0,-3.0,0
1.0,0.0,6.0,6.83,1.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.98,0.01,-4.94,23.23,1.0,1.0,0.0,0.0,-3.0,0
3.0,0.0,8.0,5.06,3.0,235.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.95,0.02,-2.71,5.71,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,0.0,20.0,9.6,6.0,231.33,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.93,0.03,-2.39,4.17,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.0,0.0,8.0,4.64,3.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.92,0.03,-2.02,2.45,1.0,1.0,0.0,0.0,-3.0,0
1.0,0.0,9.0,7.83,1.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.92,0.03,-2.08,2.64,1.0,1.0,0.0,0.0,-3.0,0
1.0,0.0,4.0,2.0,1.0,233.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.95,0.02,-2.94,7.11,1.0,1.0,0.0,0.0,-3.0,0
