"region_count","ratio_tumor_tissue","largest_tumor_area","longest_axis_largest_tumor","pixels_gt_90","avg_prediction","max_area","mean_area","area_variance","area_skew","area_kurt","max_perimeter","mean_perimeter","perimeter_variance","perimeter_skew","perimeter_kurt","max_eccentricity","mean_eccentricity","eccentricity_variance","eccentricity_skew","eccentricity_kurt","max_extent","mean_extent","extent_variance","extent_skew","extent_kurt","max_solidity","mean_solidity","solidity_variance","solidity_skew","solidity_kurt","label"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,21.0,9.61,1.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.9,0.04,-1.64,0.88,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,0.0,3.0,3.27,2.0,230.5,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.96,0.02,-3.16,8.15,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,6.0,6.75,1.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.93,0.03,-2.17,2.92,1.0,1.0,0.0,0.0,-3.0,0
1.0,0.0,7.0,8.14,1.0,240.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.96,0.02,-3.77,12.81,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,0.0,8.0,7.58,2.0,234.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.93,0.03,-2.14,2.88,1.0,1.0,0.0,0.0,-3.0,0
6.0,0.0,16.0,8.6,7.0,232.83,2.0,1.17,0.14,1.79,1.2,0.0,0.0,0.0,0.0,-3.0,1.0,0.17,0.14,1.79,1.2,1.0,0.92,0.04,-2.05,2.52,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,0.0,4.0,4.47,4.0,236.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.92,0.04,-2.07,2.4,1.0,1.0,0.0,0.0,-3.0,0
2.0,0.0,15.0,8.67,2.0,235.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.85,0.05,-1.02,-0.81,1.0,1.0,0.0,0.0,-3.0,0
2.0,0.0,4.0,3.46,2.0,234.5,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.96,0.02,-3.16,8.22,1.0,1.0,0.0,0.0,-3.0,0
2.0,0.0,30.0,16.6,2.0,236.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.92,0.03,-2.17,3.07,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,0.0,8.0,8.44,6.0,232.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.92,0.04,-2.17,2.98,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,4.0,3.46,1.0,237.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.92,0.03,-1.73,1.22,1.0,1.0,0.0,0.0,-3.0,0
1.0,0.0,1.0,0.0,1.0,237.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,0
32.0,0.0,39.0,15.16,37.0,236.84,3.0,1.16,0.19,2.9,7.83,3.41,0.11,0.35,5.39,27.03,1.0,0.12,0.1,2.3,3.35,1.0,0.89,0.04,-1.61,0.9,1.0,1.0,0.0,0.0,-3.0,0
7.0,0.0,9.0,6.96,8.0,233.36,2.0,1.14,0.12,2.04,2.17,0.0,0.0,0.0,0.0,-3.0,1.0,0.14,0.12,2.04,2.17,1.0,0.92,0.03,-2.01,2.3,1.0,1.0,0.0,0.0,-3.0,0
5.0,0.0,9.0,8.65,5.0,238.4,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.93,0.03,-2.21,3.27,1.0,1.0,0.0,0.0,-3.0,0
2.0,0.0,8.0,9.01,2.0,242.5,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.94,0.03,-2.63,5.33,1.0,1.0,0.0,0.0,-3.0,0
4.0,0.0,6.0,7.33,4.0,231.25,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.96,0.02,-3.37,9.76,1.0,1.0,0.0,0.0,-3.0,0
2.0,0.0,6.0,5.55,2.0,230.5,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.91,0.04,-1.62,0.8,1.0,1.0,0.0,0.0,-3.0,0
2.0,0.0,13.0,13.58,2.0,232.5,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.93,0.03,-2.31,3.98,1.0,1.0,0.0,0.0,-3.0,0
12.0,0.0,38.0,13.25,13.0,233.58,2.0,1.08,0.08,3.02,7.09,0.0,0.0,0.0,0.0,-3.0,1.0,0.08,0.08,3.02,7.09,1.0,0.88,0.05,-1.43,0.37,1.0,1.0,0.0,0.0,-3.0,0
3.0,0.0,6.0,4.28,3.0,232.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.96,0.02,-2.86,6.32,1.0,1.0,0.0,0.0,-3.0,0
6.0,0.0,29.0,11.9,6.0,236.83,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.92,0.03,-2.05,2.68,1.0,1.0,0.0,0.0,-3.0,0
2.0,0.0,4.0,4.68,2.0,234.5,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.96,0.02,-3.12,8.09,1.0,1.0,0.0,0.0,-3.0,0
4.0,0.0,6.0,3.84,4.0,231.5,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.93,0.03,-2.07,2.49,1.0,1.0,0.0,0.0,-3.0,0
5.0,0.0,5.0,4.19,5.0,232.8,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.96,0.02,-3.11,7.97,1.0,1.0,0.0,0.0,-3.0,0
1.0,0.0,3.0,2.31,1.0,232.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.96,0.02,-3.25,9.01,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,0.0,6.0,4.32,2.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.93,0.03,-2.06,2.57,1.0,1.0,0.0,0.0,-3.0,0
7.0,0.0,20.0,7.36,14.0,235.61,4.0,2.0,1.71,0.76,-1.25,3.21,0.86,1.87,0.97,-1.04,1.0,0.4,0.22,0.3,-1.9,1.0,0.9,0.04,-1.7,1.13,1.0,0.95,0.01,-2.04,2.17,0
5.0,0.0,13.0,6.08,5.0,234.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.94,0.03,-2.49,4.44,1.0,1.0,0.0,0.0,-3.0,0
5.0,0.0,8.0,9.36,5.0,230.4,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.92,0.03,-2.01,2.26,1.0,1.0,0.0,0.0,-3.0,0
1.0,0.0,4.0,3.71,1.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.94,0.02,-2.34,3.78,1.0,1.0,0.0,0.0,-3.0,0
1.0,0.0,5.0,3.32,1.0,236.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.97,0.02,-3.59,11.0,1.0,1.0,0.0,0.0,-3.0,0
23.0,0.0,13.0,6.14,29.0,234.27,5.0,1.26,0.71,3.8,13.7,5.62,0.24,1.31,4.48,18.05,1.0,0.12,0.1,2.25,3.16,1.0,0.92,0.03,-1.84,1.62,1.0,1.0,0.0,0.0,-3.0,0
1.0,0.0,5.0,3.1,1.0,238.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.95,0.02,-2.64,5.12,1.0,1.0,0.0,0.0,-3.0,0
7.0,0.0,29.0,10.75,8.0,234.36,2.0,1.14,0.12,2.04,2.17,0.0,0.0,0.0,0.0,-3.0,1.0,0.14,0.12,2.04,2.17,1.0,0.85,0.05,-1.12,-0.42,1.0,1.0,0.0,0.0,-3.0,0
1.0,0.0,6.0,6.83,1.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.98,0.01,-4.94,23.23,1.0,1.0,0.0,0.0,-3.0,0
9.0,0.0,9.0,4.86,10.0,234.89,2.0,1.11,0.1,2.47,4.12,0.0,0.0,0.0,0.0,-3.0,1.0,0.11,0.1,2.47,4.12,1.0,0.95,0.02,-2.66,5.43,1.0,1.0,0.0,0.0,-3.0,0
4.0,0.0,7.0,7.22,4.0,236.5,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.92,0.03,-2.06,2.47,1.0,1.0,0.0,0.0,-3.0,0
9.0,0.0,21.0,9.84,9.0,232.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.93,0.03,-2.4,4.19,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11.0,0.0,9.0,4.43,11.0,233.55,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.92,0.03,-2.01,2.4,1.0,1.0,0.0,0.0,-3.0,0
1.0,0.0,9.0,7.83,1.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.92,0.03,-2.08,2.64,1.0,1.0,0.0,0.0,-3.0,0
1.0,0.0,4.0,2.0,1.0,233.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.95,0.02,-2.94,7.11,1.0,1.0,0.0,0.0,-3.0,0
5.0,0.0,26.0,9.36,5.0,233.2,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.9,0.05,-1.67,1.01,1.0,1.0,0.0,0.0,-3.0,0
6.0,0.0,11.0,5.58,6.0,232.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.94,0.03,-2.57,5.11,1.0,1.0,0.0,0.0,-3.0,0
6.0,0.0,7.0,4.99,6.0,232.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.94,0.02,-2.57,4.91,1.0,1.0,0.0,0.0,-3.0,0
1.0,0.0,3.0,4.62,1.0,230.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.95,0.03,-2.82,6.22,1.0,1.0,0.0,0.0,-3.0,0
8.0,0.0,30.0,15.1,11.0,232.42,3.0,1.38,0.48,1.56,0.86,1.41,0.18,0.22,2.27,3.14,1.0,0.25,0.19,1.15,-0.67,1.0,0.86,0.05,-1.26,0.04,1.0,1.0,0.0,0.0,-3.0,0
28.0,0.0,28.0,14.58,31.0,233.54,2.0,1.11,0.1,2.54,4.45,0.0,0.0,0.0,0.0,-3.0,1.0,0.11,0.1,2.54,4.45,1.0,0.89,0.04,-1.58,0.79,1.0,1.0,0.0,0.0,-3.0,0
5.0,0.0,17.0,9.67,5.0,233.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.9,0.05,-1.74,1.36,1.0,1.0,0.0,0.0,-3.0,0
25.0,0.0,159.0,42.15,28.0,233.78,2.0,1.12,0.11,2.34,3.47,0.0,0.0,0.0,0.0,-3.0,1.0,0.12,0.11,2.34,3.47,1.0,0.92,0.04,-2.04,2.58,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,0.0,10.0,11.62,4.0,236.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.91,0.03,-1.78,1.39,1.0,1.0,0.0,0.0,-3.0,0
2.0,0.0,8.0,6.99,2.0,232.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.93,0.03,-2.25,3.29,1.0,1.0,0.0,0.0,-3.0,0
7.0,0.0,8.0,9.28,7.0,231.57,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.91,0.04,-1.85,1.7,1.0,1.0,0.0,0.0,-3.0,0
4.0,0.0,17.0,13.28,4.0,235.5,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.92,0.04,-1.99,2.35,1.0,1.0,0.0,0.0,-3.0,0
7.0,0.0,24.0,9.72,9.0,236.57,2.0,1.29,0.2,0.95,-1.1,0.0,0.0,0.0,0.0,-3.0,1.0,0.29,0.2,0.95,-1.1,1.0,0.91,0.04,-1.76,1.49,1.0,1.0,0.0,0.0,-3.0,0
3.0,0.0,10.0,7.53,3.0,232.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.92,0.03,-2.0,2.23,1.0,1.0,0.0,0.0,-3.0,0
7.0,0.0,34.0,16.19,9.0,233.05,3.0,1.29,0.49,2.04,2.17,1.21,0.17,0.18,2.04,2.17,0.97,0.14,0.12,2.04,2.17,1.0,0.95,0.02,-2.82,6.7,1.0,1.0,0.0,0.0,-3.0,0
14.0,0.0,18.0,9.27,16.0,233.93,2.0,1.14,0.12,2.04,2.17,0.0,0.0,0.0,0.0,-3.0,1.0,0.14,0.12,2.04,2.17,1.0,0.9,0.04,-1.72,1.32,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23.0,0.0,61.0,18.45,24.0,231.48,2.0,1.04,0.04,4.48,18.05,0.0,0.0,0.0,0.0,-3.0,1.0,0.04,0.04,4.48,18.05,1.0,0.89,0.05,-1.54,0.71,1.0,1.0,0.0,0.0,-3.0,0
3.0,0.0,9.0,7.49,3.0,232.33,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.95,0.02,-2.52,4.44,1.0,1.0,0.0,0.0,-3.0,0
1.0,0.0,4.0,5.24,1.0,229.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.95,0.02,-2.99,7.51,1.0,1.0,0.0,0.0,-3.0,0
25.0,0.0,66.0,17.5,27.0,232.97,3.0,1.08,0.15,4.69,20.04,1.21,0.05,0.06,4.69,20.04,0.97,0.04,0.04,4.69,20.04,1.0,0.92,0.04,-2.05,2.67,1.0,1.0,0.0,0.0,-3.0,0
25.0,0.0,64.0,13.23,29.0,235.81,3.0,1.16,0.21,2.95,7.85,3.41,0.14,0.45,4.69,20.04,1.0,0.11,0.09,2.38,3.74,1.0,0.92,0.03,-1.93,1.98,1.0,1.0,0.0,0.0,-3.0,0
13.0,0.0,19.0,8.19,13.0,231.54,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.92,0.04,-1.88,1.79,1.0,1.0,0.0,0.0,-3.0,0
2.0,0.0,9.0,4.65,2.0,234.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.91,0.03,-1.67,0.95,1.0,1.0,0.0,0.0,-3.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13.0,0.0,34.0,17.45,15.0,232.31,2.0,1.15,0.13,1.92,1.68,0.0,0.0,0.0,0.0,-3.0,1.0,0.15,0.13,1.92,1.68,1.0,0.91,0.04,-1.87,1.81,1.0,1.0,0.0,0.0,-3.0,0
25.0,0.0,72.0,25.47,27.0,231.92,2.0,1.08,0.07,3.1,7.59,0.0,0.0,0.0,0.0,-3.0,1.0,0.08,0.07,3.1,7.59,1.0,0.86,0.05,-1.24,-0.17,1.0,1.0,0.0,0.0,-3.0,0
2.0,0.0,5.0,3.1,2.0,231.5,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.96,0.02,-3.0,7.56,1.0,1.0,0.0,0.0,-3.0,0
3.0,0.0,7.0,4.28,3.0,234.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.98,0.01,-4.34,17.3,1.0,1.0,0.0,0.0,-3.0,0
4.0,0.0,6.0,5.0,4.0,231.75,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.95,0.02,-2.69,5.41,1.0,1.0,0.0,0.0,-3.0,0
6.0,0.0,17.0,8.76,6.0,235.5,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.9,0.04,-1.67,1.15,1.0,1.0,0.0,0.0,-3.0,0
31.0,0.0,63.0,17.0,32.0,233.23,2.0,1.03,0.03,5.29,26.03,0.0,0.0,0.0,0.0,-3.0,1.0,0.03,0.03,5.29,26.03,1.0,0.85,0.06,-1.18,-0.26,1.0,1.0,0.0,0.0,-3.0,0
5.0,0.0,12.0,5.96,5.0,230.4,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.9,0.04,-1.63,0.86,1.0,1.0,0.0,0.0,-3.0,0
13.0,0.0,31.0,23.2,13.0,232.62,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.91,0.04,-1.78,1.49,1.0,1.0,0.0,0.0,-3.0,0
79.0,0.02,203.0,24.9,375.0,235.34,60.0,4.75,101.3,4.17,17.48,45.35,3.08,56.27,3.75,15.21,1.0,0.39,0.2,0.31,-1.78,1.0,0.89,0.04,-1.55,0.75,1.0,0.94,0.01,-1.85,2.09,0
7.0,0.0,12.0,6.22,7.0,235.71,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.95,0.02,-2.81,6.2,1.0,1.0,0.0,0.0,-3.0,0
3.0,0.0,5.0,4.13,3.0,232.67,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.96,0.02,-3.23,8.57,1.0,1.0,0.0,0.0,-3.0,0
1.0,0.0,8.0,5.12,1.0,231.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.97,0.02,-3.69,12.27,1.0,1.0,0.0,0.0,-3.0,0
1.0,0.0,6.0,5.28,1.0,235.0,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.94,0.03,-2.29,3.59,1.0,1.0,0.0,0.0,-3.0,0
